# Id,Values
31311,5.582
31312,4.873
31313,7.055
31314,3.740
31315,5.083
31316,4.448
31317,3.762
31318,4.966
31319,4.628
31320,5.359
31321,4.550
31322,6.680
31323,4.426
31324,3.762
31325,4.339
31326,5.359
31327,1.135
31328,5.654
31329,5.359
31330,4.404
31331,4.895
31332,1.723
31333,5.162
31334,3.762
31335,3.740
31336,5.823
31337,3.382
31338,4.824
31339,5.320
31340,5.738
31341,5.062
31342,2.829
31343,5.488
31344,6.224
31345,3.762
31346,5.394
31347,4.426
31348,5.118
31349,4.318
31350,2.297
31351,5.337
31352,3.784
31353,3.719
31354,3.500
31355,3.664
31356,3.943
31357,4.426
31358,5.403
31359,4.318
31360,4.882
31361,3.408
31362,4.116
31363,4.426
31364,3.430
31365,5.140
31366,3.762
31367,4.903
31368,6.261
31369,3.943
31370,3.654
31371,4.448
31372,3.452
31373,4.715
31374,5.806
31375,5.709
31376,4.882
31377,6.305
31378,4.882
31379,4.673
31380,3.408
31381,5.360
31382,4.903
31383,5.127
31384,3.762
31385,5.582
31386,4.528
31387,4.858
31388,3.719
31389,4.404
31390,5.486
31391,5.502
31392,4.218
31393,5.055
31394,5.171
31395,4.765
31396,4.116
31397,4.304
31398,4.895
31399,5.814
31400,4.719
31401,3.537
31402,2.442
31403,3.408
31404,3.762
31405,4.181
31406,5.256
31407,2.730
31408,4.993
31409,4.448
31410,3.784
31411,3.430
31412,5.107
31413,3.784
31414,4.448
31415,4.426
31416,4.496
31417,3.964
31418,3.762
31419,3.517
31420,3.886
31421,3.668
31422,5.596
31423,4.492
31424,5.403
31425,2.334
31426,4.671
31427,3.272
31428,6.402
31429,4.947
31430,5.001
31431,4.448
31432,3.773
31433,3.221
31434,5.256
31435,1.201
31436,3.719
31437,4.492
31438,3.849
31439,4.860
31440,6.305
31441,4.593
31442,5.179
31443,6.675
31444,4.239
31445,4.795
31446,3.272
31447,3.640
31448,5.530
31449,4.671
31450,3.221
31451,4.661
31452,4.520
31453,3.871
31454,4.851
31455,4.426
31456,3.336
31457,5.337
31458,3.774
31459,4.426
31460,4.628
31461,5.097
31462,5.735
31463,1.691
31464,4.105
31465,4.507
31466,5.626
31467,5.518
31468,4.404
31469,3.664
31470,3.221
31471,4.650
31472,4.773
31473,4.360
31474,3.784
31475,4.094
31476,2.181
31477,3.675
31478,5.381
31479,5.461
31480,4.383
31481,4.426
31482,3.343
31483,3.762
31484,3.762
31485,3.986
31486,4.671
31487,4.339
31488,3.740
31489,3.120
31490,3.430
31491,4.218
31492,4.426
31493,4.072
31494,4.187
31495,5.105
31496,3.430
31497,3.994
31498,4.671
31499,3.892
31500,4.839
31501,2.159
31502,4.361
31503,3.849
31504,4.903
31505,6.553
31506,4.715
31507,5.403
31508,4.448
31509,4.765
31510,4.261
31511,3.517
31512,4.197
31513,5.250
31514,2.998
31515,4.426
31516,4.707
31517,4.895
31518,4.893
31519,4.925
31520,6.082
31521,3.539
31522,7.190
31523,5.127
31524,4.671
31525,4.196
31526,4.556
31527,4.296
31528,4.318
31529,3.762
31530,4.426
31531,3.185
31532,3.986
31533,4.175
31534,6.060
31535,4.650
31536,4.448
31537,5.403
31538,1.449
31539,4.242
31540,4.339
31541,4.875
31542,4.552
31543,4.094
31544,3.408
31545,5.256
31546,5.005
31547,3.967
31548,5.381
31549,5.904
31550,5.127
31551,6.688
31552,5.958
31553,4.181
31554,4.448
31555,4.765
31556,5.350
31557,3.762
31558,2.276
31559,6.283
31560,5.300
31561,2.983
31562,3.272
31563,3.784
31564,4.261
31565,3.185
31566,3.207
31567,6.325
31568,4.903
31569,3.632
31570,4.448
31571,3.430
31572,4.650
31573,2.246
31574,4.864
31575,6.181
31576,4.650
31577,4.160
31578,4.094
31579,3.882
31580,4.094
31581,4.671
31582,3.871
31583,4.426
31584,4.873
31585,5.403
31586,4.770
31587,5.140
31588,4.650
31589,6.029
31590,4.196
31591,6.234
31592,2.398
31593,3.452
31594,5.127
31595,4.593
31596,5.414
31597,4.433
31598,1.225
31599,3.430
31600,2.657
31601,4.426
31602,4.939
31603,2.497
31604,5.530
31605,6.214
31606,4.318
31607,5.626
31608,3.539
31609,4.888
31610,3.272
31611,4.166
31612,3.762
31613,3.469
31614,4.593
31615,5.703
31616,3.762
31617,5.814
31618,5.142
31619,5.414
31620,5.105
31621,4.079
31622,3.113
31623,4.116
31624,3.777
31625,4.239
31626,4.541
31627,4.326
31628,5.372
31629,6.680
31630,4.686
31631,5.256
31632,5.359
31633,4.448
31634,4.615
31635,4.094
31636,5.105
31637,3.740
31638,4.318
31639,2.110
31640,4.160
31641,4.260
31642,2.687
31643,5.329
31644,4.187
31645,3.762
31646,1.380
31647,4.203
31648,4.673
31649,5.326
31650,4.650
31651,6.073
31652,4.650
31653,3.828
31654,5.828
31655,3.871
31656,4.385
31657,4.426
31658,5.574
31659,4.094
31660,3.916
31661,3.668
31662,5.451
31663,2.774
31664,3.664
31665,3.964
31666,4.339
31667,4.339
31668,4.933
31669,5.149
31670,3.892
31671,5.149
31672,4.116
31673,7.055
31674,4.094
31675,2.110
31676,5.394
31677,3.408
31678,4.903
31679,3.330
31680,6.463
31681,5.162
31682,4.138
31683,5.769
31684,5.140
31685,5.234
31686,4.072
31687,4.426
31688,4.072
31689,4.903
31690,4.921
31691,5.105
31692,4.094
31693,4.463
31694,4.758
31695,4.903
31696,3.207
31697,4.138
31698,3.640
31699,4.072
31700,4.426
31701,4.671
31702,3.849
31703,6.082
31704,3.849
31705,5.449
31706,2.279
31707,6.305
31708,2.845
31709,5.337
31710,3.539
31711,4.404
31712,4.072
31713,4.296
31714,4.094
31715,4.094
31716,4.120
31717,5.105
31718,3.632
31719,5.359
31720,3.843
31721,5.403
31722,4.094
31723,5.342
31724,4.676
31725,4.615
31726,1.225
31727,3.828
31728,3.762
31729,4.007
31730,5.394
31731,3.828
31732,3.539
31733,4.693
31734,5.105
31735,4.463
31736,6.903
31737,3.762
31738,3.728
31739,5.127
31740,5.047
31741,3.774
31742,5.958
31743,5.049
31744,3.539
31745,5.626
31746,5.118
31747,6.305
31748,4.224
31749,5.127
31750,4.903
31751,4.116
31752,6.305
31753,4.470
31754,3.740
31755,5.140
31756,2.910
31757,4.858
31758,3.762
31759,4.072
31760,4.448
31761,4.895
31762,4.239
31763,4.650
31764,4.563
31765,4.100
31766,4.882
31767,4.463
31768,4.658
31769,3.762
31770,3.829
31771,3.740
31772,5.337
31773,4.094
31774,4.275
31775,4.925
31776,3.632
31777,5.381
31778,3.539
31779,5.561
31780,5.083
31781,5.149
31782,5.561
31783,4.860
31784,5.741
31785,6.082
31786,5.582
31787,4.094
31788,4.550
31789,3.343
31790,5.381
31791,5.217
31792,4.470
31793,4.261
31794,4.433
31795,6.234
31796,4.736
31797,5.118
31798,4.426
31799,6.305
31800,4.671
31801,4.318
31802,4.426
31803,5.337
31804,5.550
31805,4.094
31806,4.318
31807,6.305
31808,3.943
31809,4.094
31810,3.430
31811,3.654
31812,3.430
31813,3.664
31814,5.301
31815,5.105
31816,4.196
31817,4.925
31818,3.916
31819,4.094
31820,4.795
31821,5.278
31822,3.185
31823,4.341
31824,2.847
31825,4.101
31826,3.430
31827,3.740
31828,4.404
31829,6.082
31830,4.116
31831,4.917
31832,3.185
31833,3.892
31834,2.853
31835,3.806
31836,4.196
31837,4.028
31838,4.448
31839,5.105
31840,3.408
31841,4.671
31842,4.903
31843,4.181
31844,4.895
31845,3.762
31846,6.073
31847,4.758
31848,4.181
31849,3.545
31850,3.762
31851,3.517
31852,4.072
31853,4.318
31854,2.138
31855,3.675
31856,3.496
31857,5.596
31858,3.539
31859,3.654
31860,4.404
31861,3.784
31862,4.671
31863,4.094
31864,5.149
31865,4.571
31866,5.381
31867,4.072
31868,4.903
31869,5.414
31870,2.983
31871,4.873
31872,4.541
31873,6.240
31874,4.925
31875,5.561
31876,4.882
31877,4.404
31878,5.140
31879,4.628
31880,5.018
31881,4.072
31882,4.448
31883,2.491
31884,4.094
31885,6.082
31886,5.518
31887,4.463
31888,4.903
31889,4.239
31890,4.947
31891,4.426
31892,4.947
31893,4.094
31894,2.666
31895,4.426
31896,3.228
31897,5.135
31898,5.105
31899,4.563
31900,4.197
31901,4.094
31902,3.828
31903,5.118
31904,4.448
31905,4.404
31906,4.903
31907,3.539
31908,4.786
31909,5.320
31910,4.296
31911,3.762
31912,3.207
31913,5.390
31914,3.762
31915,3.183
31916,4.318
31917,4.882
31918,6.261
31919,4.715
31920,4.296
31921,3.740
31922,3.784
31923,4.773
31924,5.359
31925,3.430
31926,5.075
31927,3.517
31928,5.049
31929,3.217
31930,4.214
31931,4.426
31932,5.350
31933,2.225
31934,5.747
31935,4.476
31936,4.549
31937,2.889
31938,4.426
31939,4.707
31940,4.895
31941,6.680
31942,3.605
31943,3.762
31944,5.574
31945,4.492
31946,4.895
31947,3.762
31948,5.278
31949,5.140
31950,5.075
31951,3.632
31952,3.719
31953,4.160
31954,3.664
31955,4.318
31956,4.318
31957,5.596
31958,4.296
31959,4.296
31960,5.449
31961,3.986
31962,3.221
31963,3.762
31964,4.116
31965,4.686
31966,3.740
31967,3.719
31968,5.858
31969,4.650
31970,5.690
31971,4.138
31972,3.550
31973,3.185
31974,4.895
31975,5.596
31976,3.120
31977,3.728
31978,4.786
31979,1.806
31980,4.765
31981,4.323
31982,3.762
31983,4.426
31984,4.218
31985,4.209
31986,3.330
31987,5.049
31988,3.774
31989,5.360
31990,3.604
31991,5.261
31992,3.430
31993,4.001
31994,4.426
31995,4.426
31996,4.326
31997,4.094
31998,3.806
31999,4.773
32000,4.466
32001,5.539
32002,4.426
32003,3.871
32004,5.530
32005,3.719
32006,3.784
32007,4.094
32008,4.339
32009,4.203
32010,4.448
32011,4.492
32012,5.359
32013,4.686
32014,5.526
32015,3.719
32016,4.650
32017,4.404
32018,4.448
32019,4.116
32020,3.654
32021,4.636
32022,3.185
32023,4.392
32024,4.903
32025,3.740
32026,6.038
32027,5.105
32028,5.256
32029,3.452
32030,4.773
32031,4.882
32032,5.582
32033,3.762
32034,4.903
32035,4.072
32036,4.029
32037,2.044
32038,4.671
32039,5.220
32040,4.600
32041,4.094
32042,2.442
32043,3.762
32044,2.387
32045,1.225
32046,3.430
32047,4.370
32048,3.668
32049,4.318
32050,4.116
32051,4.138
32052,4.671
32053,4.160
32054,4.492
32055,4.404
32056,4.895
32057,3.207
32058,4.296
32059,4.715
32060,4.947
32061,4.426
32062,4.404
32063,5.194
32064,5.083
32065,4.209
32066,3.762
32067,4.072
32068,3.862
32069,4.520
32070,3.098
32071,2.221
32072,3.762
32073,5.116
32074,4.094
32075,1.799
32076,4.072
32077,5.163
32078,4.563
32079,3.871
32080,5.048
32081,3.408
32082,4.925
32083,4.181
32084,4.191
32085,3.185
32086,4.426
32087,4.448
32088,4.296
32089,5.858
32090,4.203
32091,4.917
32092,4.903
32093,5.858
32094,3.207
32095,2.138
32096,5.049
32097,2.708
32098,4.426
32099,4.673
32100,3.892
32101,5.913
32102,5.604
32103,4.072
32104,3.877
32105,4.993
32106,4.448
32107,3.762
32108,4.426
32109,5.171
32110,3.185
32111,3.762
32112,3.784
32113,4.296
32114,4.903
32115,2.622
32116,4.181
32117,5.403
32118,5.539
32119,5.596
32120,5.858
32121,5.083
32122,4.702
32123,4.441
32124,4.203
32125,3.668
32126,3.621
32127,4.990
32128,2.276
32129,2.774
32130,4.650
32131,4.448
32132,4.530
32133,5.118
32134,4.671
32135,6.511
32136,5.806
32137,5.340
32138,3.762
32139,2.297
32140,2.500
32141,5.457
32142,3.762
32143,3.740
32144,3.207
32145,4.903
32146,4.925
32147,3.515
32148,5.574
32149,3.871
32150,4.743
32151,4.426
32152,5.394
32153,4.693
32154,5.272
32155,6.452
32156,3.719
32157,5.596
32158,4.695
32159,4.860
32160,3.430
32161,4.903
32162,6.073
32163,3.740
32164,4.339
32165,1.380
32166,4.693
32167,4.094
32168,4.903
32169,5.806
32170,4.895
32171,5.027
32172,4.224
32173,4.094
32174,4.246
32175,2.835
32176,6.515
32177,5.626
32178,4.650
32179,5.640
32180,4.304
32181,4.094
32182,4.897
32183,4.903
32184,5.360
32185,3.632
32186,4.052
32187,3.207
32188,3.774
32189,3.654
32190,4.094
32191,4.702
32192,3.539
32193,4.470
32194,3.654
32195,4.903
32196,4.138
32197,5.018
32198,4.550
32199,6.305
32200,3.862
32201,4.615
32202,4.858
32203,3.185
32204,5.769
32205,5.149
32206,3.807
32207,4.426
32208,3.408
32209,5.596
32210,3.762
32211,5.027
32212,3.517
32213,4.773
32214,4.404
32215,4.520
32216,4.786
32217,3.408
32218,4.448
32219,4.231
32220,4.411
32221,4.448
32222,4.615
32223,2.578
32224,4.492
32225,3.899
32226,4.492
32227,2.851
32228,3.762
32229,4.947
32230,3.199
32231,4.671
32232,4.426
32233,5.149
32234,4.808
32235,4.411
32236,4.903
32237,2.110
32238,3.864
32239,4.448
32240,4.913
32241,3.762
32242,5.062
32243,7.135
32244,3.762
32245,2.823
32246,3.986
32247,6.106
32248,3.740
32249,3.828
32250,4.094
32251,5.342
32252,4.072
32253,4.773
32254,5.626
32255,4.448
32256,3.185
32257,5.440
32258,5.725
32259,4.072
32260,4.094
32261,5.027
32262,4.079
32263,4.072
32264,5.596
32265,5.359
32266,4.094
32267,4.765
32268,4.072
32269,3.632
32270,5.140
32271,5.116
32272,4.448
32273,4.094
32274,5.755
32275,5.381
32276,3.762
32277,4.903
32278,4.925
32279,4.318
32280,5.973
32281,5.376
32282,4.448
32283,3.668
32284,4.715
32285,4.947
32286,5.893
32287,5.272
32288,5.120
32289,4.268
32290,3.632
32291,4.628
32292,4.671
32293,3.936
32294,4.426
32295,4.318
32296,5.823
32297,4.913
32298,4.686
32299,3.784
32300,5.359
32301,3.762
32302,5.308
32303,5.844
32304,2.723
32305,6.814
32306,4.131
32307,4.426
32308,4.448
32309,5.858
32310,5.264
32311,3.272
32312,5.480
32313,4.101
32314,3.784
32315,4.426
32316,4.917
32317,5.403
32318,4.072
32319,5.140
32320,3.719
32321,6.557
32322,4.448
32323,4.903
32324,4.339
32325,5.337
32326,3.532
32327,5.337
32328,3.762
32329,5.135
32330,5.250
32331,3.806
32332,4.707
32333,4.116
32334,4.671
32335,4.426
32336,5.403
32337,3.806
32338,4.116
32339,3.784
32340,4.873
32341,3.937
32342,4.470
32343,4.138
32344,4.773
32345,3.892
32346,4.160
32347,4.094
32348,5.777
32349,3.762
32350,4.441
32351,3.864
32352,3.408
32353,4.650
32354,4.715
32355,3.762
32356,3.142
32357,5.105
32358,4.939
32359,3.469
32360,2.442
32361,3.784
32362,4.771
32363,4.817
32364,4.802
32365,4.765
32366,3.828
32367,5.350
32368,5.083
32369,2.387
32370,3.604
32371,5.718
32372,1.489
32373,5.049
32374,4.448
32375,5.196
32376,4.094
32377,3.719
32378,3.185
32379,4.925
32380,2.723
32381,5.394
32382,3.916
32383,4.507
32384,4.751
32385,4.903
32386,4.094
32387,5.734
32388,3.207
32389,5.394
32390,5.461
32391,5.596
32392,6.691
32393,4.426
32394,5.858
32395,3.774
32396,3.539
32397,2.889
32398,4.218
32399,5.561
32400,5.986
32401,4.116
32402,3.762
32403,4.773
32404,5.083
32405,3.762
32406,3.207
32407,3.632
32408,5.027
32409,4.686
32410,3.740
32411,5.359
32412,5.127
32413,4.795
32414,3.430
32415,3.762
32416,4.326
32417,4.693
32418,4.860
32419,4.326
32420,3.430
32421,3.871
32422,4.773
32423,4.773
32424,5.049
32425,3.762
32426,4.160
32427,3.762
32428,4.925
32429,4.093
32430,4.072
32431,4.094
32432,2.823
32433,4.650
32434,3.762
32435,4.671
32436,4.007
32437,4.318
32438,4.433
32439,4.203
32440,3.740
32441,3.430
32442,4.318
32443,4.724
32444,4.339
32445,4.318
32446,4.716
32447,6.305
32448,5.162
32449,3.183
32450,4.209
32451,3.936
32452,3.408
32453,3.452
32454,4.448
32455,5.850
32456,4.918
32457,5.359
32458,4.433
32459,4.671
32460,4.116
32461,4.448
32462,3.560
32463,3.750
32464,4.426
32465,3.740
32466,5.283
32467,5.697
32468,5.162
32469,4.962
32470,4.882
32471,4.448
32472,3.986
32473,5.075
32474,4.283
32475,3.986
32476,4.903
32477,5.105
32478,3.098
32479,4.913
32480,4.404
32481,3.849
32482,4.448
32483,4.426
32484,4.116
32485,4.426
32486,4.715
32487,4.448
32488,4.101
32489,2.285
32490,3.762
32491,4.882
32492,3.527
32493,4.563
32494,3.828
32495,3.740
32496,4.903
32497,4.085
32498,4.903
32499,4.218
32500,3.719
32501,3.864
32502,3.719
32503,4.339
32504,5.509
32505,3.539
32506,3.632
32507,4.094
32508,4.600
32509,5.116
32510,3.762
32511,3.986
32512,4.550
32513,5.414
32514,3.762
32515,5.858
32516,5.376
32517,4.181
32518,4.925
32519,5.403
32520,5.220
32521,4.893
32522,5.097
32523,5.360
32524,3.740
32525,3.098
32526,5.403
32527,5.350
32528,3.916
32529,3.740
32530,4.448
32531,4.072
32532,5.057
32533,4.183
32534,2.055
32535,5.858
32536,6.334
32537,1.778
32538,5.806
32539,3.207
32540,4.695
32541,4.072
32542,3.430
32543,4.318
32544,5.596
32545,4.448
32546,4.229
32547,4.339
32548,4.695
32549,4.160
32550,1.489
32551,4.571
32552,3.640
32553,4.426
32554,2.055
32555,4.492
32556,5.403
32557,4.138
32558,5.596
32559,4.715
32560,5.206
32561,2.853
32562,5.403
32563,6.073
32564,3.784
32565,3.740
32566,4.094
32567,3.740
32568,4.695
32569,3.806
32570,7.105
32571,4.470
32572,4.094
32573,3.113
32574,4.196
32575,4.426
32576,5.596
32577,2.420
32578,4.094
32579,4.715
32580,4.072
32581,4.438
32582,5.359
32583,4.434
32584,3.964
32585,5.271
32586,5.337
32587,5.703
32588,4.116
32589,4.296
32590,4.072
32591,3.675
32592,4.658
32593,4.339
32594,6.305
32595,1.827
32596,3.496
32597,4.138
32598,2.889
32599,3.207
32600,6.511
32601,4.426
32602,5.337
32603,5.381
32604,4.860
32605,5.220
32606,4.448
32607,4.765
32608,3.430
32609,5.049
32610,2.778
32611,4.426
32612,4.404
32613,5.582
32614,5.994
32615,4.448
32616,5.582
32617,5.027
32618,3.774
32619,4.006
32620,5.596
32621,4.072
32622,4.164
32623,4.094
32624,2.723
32625,4.967
32626,4.361
32627,4.673
32628,3.740
32629,4.773
32630,4.513
32631,2.889
32632,4.993
32633,4.463
32634,3.662
32635,4.296
32636,5.530
32637,3.436
32638,4.404
32639,2.774
32640,4.263
32641,4.448
32642,3.624
32643,3.250
32644,5.254
32645,7.457
32646,4.339
32647,4.967
32648,4.470
32649,2.723
32650,4.426
32651,3.675
32652,5.162
32653,4.673
32654,6.137
32655,7.067
32656,3.964
32657,4.187
32658,5.823
32659,4.671
32660,5.403
32661,4.770
32662,4.404
32663,3.762
32664,3.762
32665,5.928
32666,2.889
32667,4.693
32668,3.762
32669,5.709
32670,5.337
32671,5.445
32672,4.209
32673,6.173
32674,3.964
32675,5.858
32676,4.094
32677,4.404
32678,4.773
32679,4.448
32680,5.626
32681,2.600
32682,3.430
32683,3.113
32684,5.381
32685,4.671
32686,5.005
32687,4.693
32688,4.072
32689,4.715
32690,5.582
32691,5.300
32692,5.049
32693,1.778
32694,4.671
32695,3.185
32696,3.430
32697,3.408
32698,4.318
32699,4.661
32700,4.671
32701,2.853
32702,3.207
32703,4.094
32704,3.517
32705,3.221
32706,6.305
32707,5.858
32708,4.693
32709,5.908
32710,4.138
32711,5.194
32712,4.882
32713,3.719
32714,1.806
32715,4.448
32716,4.426
32717,5.127
32718,4.072
32719,4.895
32720,2.376
32721,4.903
32722,4.441
32723,4.615
32724,4.137
32725,4.903
32726,3.430
32727,4.203
32728,4.426
32729,4.650
32730,3.545
32731,5.613
32732,5.582
32733,4.404
32734,5.171
32735,3.719
32736,3.762
32737,6.106
32738,3.862
32739,5.049
32740,4.181
32741,3.828
32742,3.892
32743,3.828
32744,4.239
32745,5.075
32746,4.116
32747,3.828
32748,5.380
32749,4.673
32750,3.774
32751,3.408
32752,2.159
32753,4.895
32754,5.596
32755,4.541
32756,5.149
32757,5.680
32758,4.072
32759,4.305
32760,4.993
32761,5.882
32762,4.137
32763,4.116
32764,4.122
32765,3.185
32766,4.693
32767,4.209
32768,4.470
32769,3.185
32770,4.492
32771,3.762
32772,4.947
32773,4.094
32774,4.318
32775,4.939
32776,5.120
32777,5.140
32778,3.640
32779,3.862
32780,5.097
32781,4.882
32782,5.596
32783,4.339
32784,3.762
32785,3.654
32786,4.448
32787,4.160
32788,4.470
32789,4.671
32790,4.758
32791,3.155
32792,3.719
32793,7.591
32794,3.871
32795,3.654
32796,5.466
32797,3.166
32798,5.949
32799,5.224
32800,3.581
32801,4.341
32802,4.072
32803,3.719
32804,5.814
32805,5.315
32806,3.185
32807,4.966
32808,3.635
32809,2.867
32810,4.770
32811,4.873
32812,5.125
32813,4.773
32814,3.343
32815,4.571
32816,3.762
32817,4.895
32818,3.828
32819,4.283
32820,4.661
32821,3.207
32822,4.085
32823,4.519
32824,5.171
32825,4.895
32826,4.448
32827,4.895
32828,4.302
32829,3.871
32830,4.751
32831,4.470
32832,5.075
32833,2.387
32834,3.818
32835,4.693
32836,4.094
32837,5.220
32838,5.114
32839,4.656
32840,3.828
32841,3.430
32842,5.771
32843,5.703
32844,4.326
32845,5.394
32846,4.094
32847,5.394
32848,4.470
32849,4.882
32850,5.359
32851,5.403
32852,3.762
32853,4.404
32854,4.882
32855,4.551
32856,4.650
32857,2.774
32858,3.986
32859,1.734
32860,4.882
32861,4.650
32862,3.632
32863,5.381
32864,4.882
32865,5.157
32866,4.550
32867,4.715
32868,4.326
32869,4.550
32870,5.908
32871,3.545
32872,3.185
32873,4.094
32874,6.305
32875,4.319
32876,4.636
32877,3.690
32878,4.404
32879,7.190
32880,5.162
32881,5.231
32882,4.404
32883,3.640
32884,4.686
32885,4.094
32886,6.415
32887,5.567
32888,4.297
32889,4.426
32890,4.656
32891,6.342
32892,5.381
32893,5.127
32894,4.773
32895,3.654
32896,3.886
32897,4.426
32898,4.895
32899,7.055
32900,4.476
32901,3.762
32902,2.376
32903,3.762
32904,4.181
32905,4.492
32906,3.762
32907,5.707
32908,4.118
32909,3.862
32910,4.903
32911,5.162
32912,5.271
32913,4.895
32914,4.686
32915,3.430
32916,3.784
32917,1.712
32918,2.159
32919,4.116
32920,5.403
32921,4.650
32922,4.072
32923,6.827
32924,5.372
32925,4.671
32926,4.571
32927,6.016
32928,5.005
32929,4.947
32930,4.426
32931,4.550
32932,1.723
32933,4.903
32934,3.272
32935,5.049
32936,5.381
32937,4.817
32938,5.777
32939,5.359
32940,3.155
32941,4.671
32942,4.773
32943,4.903
32944,4.426
32945,4.895
32946,5.927
32947,4.903
32948,4.925
32949,5.858
32950,4.903
32951,3.828
32952,5.220
32953,4.426
32954,4.673
32955,4.650
32956,5.149
32957,4.851
32958,5.083
32959,3.668
32960,2.622
32961,5.343
32962,3.697
32963,4.671
32964,4.939
32965,3.762
32966,4.873
32967,5.626
32968,4.376
32969,4.448
32970,4.426
32971,2.219
32972,3.784
32973,4.072
32974,5.582
32975,5.394
32976,4.650
32977,4.671
32978,5.828
32979,3.784
32980,3.664
32981,5.179
32982,4.628
32983,3.408
32984,4.895
32985,4.214
32986,3.185
32987,5.823
32988,2.606
32989,3.148
32990,4.563
32991,3.523
32992,3.882
32993,2.557
32994,3.907
32995,5.806
32996,4.550
32997,4.318
32998,4.138
32999,4.448
33000,5.171
33001,2.312
33002,4.650
33003,3.706
33004,4.650
33005,5.005
33006,4.330
33007,3.762
33008,4.426
33009,3.537
33010,4.433
33011,4.786
33012,4.628
33013,4.470
33014,3.784
33015,4.082
33016,3.545
33017,2.276
33018,4.671
33019,4.715
33020,4.318
33021,5.149
33022,5.381
33023,4.903
33024,3.762
33025,5.097
33026,4.318
33027,6.680
33028,5.604
33029,4.895
33030,4.094
33031,3.828
33032,4.072
33033,5.350
33034,3.871
33035,4.304
33036,4.318
33037,4.434
33038,3.994
33039,4.166
33040,3.849
33041,4.650
33042,4.196
33043,4.448
33044,4.448
33045,5.376
33046,4.214
33047,4.448
33048,5.140
33049,5.250
33050,4.541
33051,3.762
33052,4.087
33053,3.740
33054,4.072
33055,5.127
33056,3.762
33057,4.094
33058,4.507
33059,5.027
33060,5.461
33061,4.773
33062,5.105
33063,4.693
33064,3.806
33065,3.113
33066,4.231
33067,4.072
33068,3.517
33069,3.916
33070,4.693
33071,6.261
33072,4.743
33073,4.903
33074,3.762
33075,4.749
33076,3.452
33077,2.557
33078,4.404
33079,4.339
33080,4.072
33081,4.072
33082,2.398
33083,5.194
33084,5.322
33085,6.546
33086,3.185
33087,4.758
33088,6.305
33089,4.203
33090,4.967
33091,5.359
33092,3.550
33093,3.986
33094,5.878
33095,5.836
33096,5.806
33097,4.448
33098,4.650
33099,4.947
33100,4.858
33101,5.858
33102,3.806
33103,3.762
33104,4.072
33105,3.632
33106,5.315
33107,3.185
33108,4.470
33109,3.539
33110,5.097
33111,4.882
33112,3.719
33113,4.947
33114,5.563
33115,4.239
33116,4.650
33117,3.762
33118,4.656
33119,4.072
33120,5.048
33121,4.404
33122,5.359
33123,4.895
33124,5.703
33125,5.501
33126,5.641
33127,4.094
33128,4.873
33129,4.426
33130,5.518
33131,5.489
33132,5.340
33133,4.116
33134,5.858
33135,4.680
33136,4.116
33137,5.140
33138,2.398
33139,4.715
33140,4.404
33141,5.105
33142,4.860
33143,3.250
33144,4.671
33145,2.752
33146,4.693
33147,4.671
33148,5.229
33149,4.448
33150,4.246
33151,4.895
33152,4.318
33153,5.596
33154,4.470
33155,5.162
33156,4.470
33157,6.683
33158,4.492
33159,3.892
33160,3.308
33161,3.994
33162,4.318
33163,3.662
33164,5.582
33165,4.470
33166,5.140
33167,4.079
33168,3.382
33169,3.762
33170,5.294
33171,4.498
33172,4.470
33173,3.430
33174,4.072
33175,4.203
33176,5.394
33177,4.196
33178,4.404
33179,5.027
33180,3.964
33181,2.170
33182,4.239
33183,4.903
33184,3.207
33185,3.740
33186,4.469
33187,3.986
33188,4.858
33189,4.562
33190,3.539
33191,3.664
33192,5.149
33193,4.094
33194,3.828
33195,4.671
33196,3.719
33197,4.007
33198,4.903
33199,5.359
33200,4.318
33201,3.697
33202,5.194
33203,4.231
33204,4.231
33205,5.097
33206,4.448
33207,3.762
33208,4.318
33209,3.829
33210,5.582
33211,4.094
33212,3.539
33213,4.814
33214,2.442
33215,4.116
33216,5.010
33217,4.101
33218,2.496
33219,4.666
33220,6.253
33221,5.777
33222,5.049
33223,3.517
33224,3.762
33225,3.430
33226,5.574
33227,5.049
33228,5.394
33229,3.517
33230,6.202
33231,4.283
33232,5.307
33233,4.231
33234,4.925
33235,3.740
33236,3.762
33237,4.739
33238,3.185
33239,4.426
33240,2.708
33241,4.947
33242,3.762
33243,4.105
33244,4.239
33245,4.903
33246,5.047
33247,5.878
33248,4.339
33249,5.452
33250,5.784
33251,5.097
33252,4.470
33253,6.305
33254,4.094
33255,3.632
33256,4.072
33257,4.137
33258,5.372
33259,4.096
33260,5.457
33261,4.160
33262,3.762
33263,5.350
33264,4.773
33265,5.596
33266,2.138
33267,4.160
33268,5.207
33269,5.850
33270,3.430
33271,5.350
33272,6.305
33273,5.582
33274,5.083
33275,3.207
33276,5.261
33277,5.140
33278,5.359
33279,3.784
33280,4.671
33281,4.882
33282,5.563
33283,5.360
33284,4.470
33285,4.268
33286,3.412
33287,5.075
33288,4.341
33289,3.430
33290,4.231
33291,5.394
33292,5.350
33293,4.426
33294,3.762
33295,5.227
33296,5.116
33297,3.762
33298,4.209
33299,5.162
33300,3.762
33301,4.650
33302,4.296
33303,4.917
33304,4.296
33305,2.634
33306,4.339
33307,4.404
33308,1.712
33309,5.315
